,Airline,Date,Month-Year,Freight_In_(tonnes),Year,Freight_In_(tonnes)_rolling3mnthAvg
50710,South African Airways,1/5/18,1/5/18,134.309,2018,102.3056667
50711,South African Airways,1/6/18,1/6/18,63.751,2018,94.45033333
50712,South African Airways,1/7/18,1/7/18,97.022,2018,98.36066667
50713,South African Airways,1/8/18,1/8/18,148.876,2018,103.2163333
50714,South African Airways,1/9/18,1/9/18,93.301,2018,113.0663333
50715,South African Airways,1/10/18,1/10/18,109.216,2018,117.131
50716,South African Airways,1/11/18,1/11/18,109.655,2018,104.0573333
50717,South African Airways,1/12/18,1/12/18,76.207,2018,98.35933333
51136,SriLankan Airlines,1/1/18,1/1/18,158.269,2018,186.1353333
51137,SriLankan Airlines,1/2/18,1/2/18,184.491,2018,171.2486667
51138,SriLankan Airlines,1/3/18,1/3/18,204.06,2018,182.2733333
51139,SriLankan Airlines,1/4/18,1/4/18,214.524,2018,201.025
51140,SriLankan Airlines,1/5/18,1/5/18,187.376,2018,201.9866667
51141,SriLankan Airlines,1/6/18,1/6/18,158.418,2018,186.7726667
51142,SriLankan Airlines,1/7/18,1/7/18,239.773,2018,195.189
51143,SriLankan Airlines,1/8/18,1/8/18,256.405,2018,218.1986667
51144,SriLankan Airlines,1/9/18,1/9/18,250.51,2018,248.896
51145,SriLankan Airlines,1/10/18,1/10/18,278.446,2018,261.787
51146,SriLankan Airlines,1/11/18,1/11/18,252.958,2018,260.638
51147,SriLankan Airlines,1/12/18,1/12/18,213.216,2018,248.2066667
51566,Swissair,1/1/18,,0,2018,0
51567,Swissair,1/2/18,,0,2018,0
51568,Swissair,1/3/18,,0,2018,0
51569,Swissair,1/4/18,,0,2018,0
51570,Swissair,1/5/18,,0,2018,0
51571,Swissair,1/6/18,,0,2018,0
51572,Swissair,1/7/18,,0,2018,0
51573,Swissair,1/8/18,,0,2018,0
51574,Swissair,1/9/18,,0,2018,0
51575,Swissair,1/10/18,,0,2018,0
51576,Swissair,1/11/18,,0,2018,0
51577,Swissair,1/12/18,,0,2018,0
51996,Tasman Cargo Airlines,1/1/18,1/1/18,372.84,2018,424.4746667
51997,Tasman Cargo Airlines,1/2/18,1/2/18,357.684,2018,387.774
51998,Tasman Cargo Airlines,1/3/18,1/3/18,428.186,2018,386.2366667
51999,Tasman Cargo Airlines,1/4/18,1/4/18,352.124,2018,379.3313333
52000,Tasman Cargo Airlines,1/5/18,1/5/18,349.214,2018,376.508
52001,Tasman Cargo Airlines,1/6/18,1/6/18,266.972,2018,322.77
52002,Tasman Cargo Airlines,1/7/18,1/7/18,457.057,2018,357.7476667
52003,Tasman Cargo Airlines,1/8/18,1/8/18,557.201,2018,427.0766667
52004,Tasman Cargo Airlines,1/9/18,1/9/18,420.651,2018,478.303
52005,Tasman Cargo Airlines,1/10/18,1/10/18,540.008,2018,505.9533333
52006,Tasman Cargo Airlines,1/11/18,1/11/18,572.58,2018,511.0796667
52007,Tasman Cargo Airlines,1/12/18,1/12/18,562.282,2018,558.29
52426,Thai AirAsia X,1/1/18,,0,2018,0
52427,Thai AirAsia X,1/2/18,,0,2018,0
52428,Thai AirAsia X,1/3/18,,0,2018,0
52429,Thai AirAsia X,1/4/18,,0,2018,0
52430,Thai AirAsia X,1/5/18,,0,2018,0
52431,Thai AirAsia X,1/6/18,,0,2018,0
52432,Thai AirAsia X,1/7/18,,0,2018,0
52433,Thai AirAsia X,1/8/18,,0,2018,0
52434,Thai AirAsia X,1/9/18,,0,2018,0
52435,Thai AirAsia X,1/10/18,,0,2018,0
52436,Thai AirAsia X,1/11/18,,0,2018,0
52437,Thai AirAsia X,1/12/18,,0,2018,0
52856,Thai Airways International,1/1/18,1/1/18,1157.581,2018,1335.454333
52857,Thai Airways International,1/2/18,1/2/18,1253.077,2018,1244.206333
52858,Thai Airways International,1/3/18,1/3/18,1533.803,2018,1314.820333
52859,Thai Airways International,1/4/18,1/4/18,1307.978,2018,1364.952667
52860,Thai Airways International,1/5/18,1/5/18,1495.886,2018,1445.889
52861,Thai Airways International,1/6/18,1/6/18,1434.936,2018,1412.933333
52862,Thai Airways International,1/7/18,1/7/18,1507.721,2018,1479.514333
52863,Thai Airways International,1/8/18,1/8/18,1581.931,2018,1508.196
52864,Thai Airways International,1/9/18,1/9/18,1537.271,2018,1542.307667
52865,Thai Airways International,1/10/18,1/10/18,1689.22,2018,1602.807333
52866,Thai Airways International,1/11/18,1/11/18,1256.858,2018,1494.449667
52867,Thai Airways International,1/12/18,1/12/18,1177.016,2018,1374.364667
53286,Tianjin Airlines,1/1/18,1/1/18,17.906,2018,48.557
53287,Tianjin Airlines,1/2/18,1/2/18,35.329,2018,42.30366667
53288,Tianjin Airlines,1/3/18,1/3/18,33.061,2018,28.76533333
53289,Tianjin Airlines,1/4/18,1/4/18,69.667,2018,46.019
53290,Tianjin Airlines,1/5/18,1/5/18,57.644,2018,53.45733333
53291,Tianjin Airlines,1/6/18,1/6/18,179.56,2018,102.2903333
53292,Tianjin Airlines,1/7/18,1/7/18,170.11,2018,135.7713333
53293,Tianjin Airlines,1/8/18,1/8/18,227.354,2018,192.3413333
53294,Tianjin Airlines,1/9/18,1/9/18,194.743,2018,197.4023333
53295,Tianjin Airlines,1/10/18,1/10/18,237.239,2018,219.7786667
53296,Tianjin Airlines,1/11/18,1/11/18,205.68,2018,212.554
53297,Tianjin Airlines,1/12/18,1/12/18,309.142,2018,250.687
53716,Tiger Airways,1/1/18,,0,2018,0
53717,Tiger Airways,1/2/18,,0,2018,0
53718,Tiger Airways,1/3/18,,0,2018,0
53719,Tiger Airways,1/4/18,,0,2018,0
53720,Tiger Airways,1/5/18,,0,2018,0
53721,Tiger Airways,1/6/18,,0,2018,0
53722,Tiger Airways,1/7/18,,0,2018,0
53723,Tiger Airways,1/8/18,,0,2018,0
53724,Tiger Airways,1/9/18,,0,2018,0
53725,Tiger Airways,1/10/18,,0,2018,0
53726,Tiger Airways,1/11/18,,0,2018,0
53727,Tiger Airways,1/12/18,,0,2018,0
54146,Tigerair,1/1/18,,0,2018,0
54147,Tigerair,1/2/18,,0,2018,0
54148,Tigerair,1/3/18,,0,2018,0
54149,Tigerair,1/4/18,,0,2018,0
54150,Tigerair,1/5/18,,0,2018,0
54151,Tigerair,1/6/18,,0,2018,0
54152,Tigerair,1/7/18,,0,2018,0
54153,Tigerair,1/8/18,,0,2018,0
54154,Tigerair,1/9/18,,0,2018,0
54155,Tigerair,1/10/18,,0,2018,0
54156,Tigerair,1/11/18,,0,2018,0
54157,Tigerair,1/12/18,,0,2018,0
54576,Tigerair Australia,1/1/18,,0,2018,0
54577,Tigerair Australia,1/2/18,,0,2018,0
54578,Tigerair Australia,1/3/18,,0,2018,0
54579,Tigerair Australia,1/4/18,,0,2018,0
54580,Tigerair Australia,1/5/18,,0,2018,0
54581,Tigerair Australia,1/6/18,,0,2018,0
54582,Tigerair Australia,1/7/18,,0,2018,0
54583,Tigerair Australia,1/8/18,,0,2018,0
54584,Tigerair Australia,1/9/18,,0,2018,0
54585,Tigerair Australia,1/10/18,,0,2018,0
54586,Tigerair Australia,1/11/18,,0,2018,0
54587,Tigerair Australia,1/12/18,,0,2018,0
55006,Transair,1/1/18,,0,2018,0
55007,Transair,1/2/18,,0,2018,0
55008,Transair,1/3/18,,0,2018,0
55009,Transair,1/4/18,,0,2018,0
55010,Transair,1/5/18,,0,2018,0
55011,Transair,1/6/18,,0,2018,0
55012,Transair,1/7/18,,0,2018,0
55013,Transair,1/8/18,,0,2018,0
55014,Transair,1/9/18,,0,2018,0
55015,Transair,1/10/18,,0,2018,0
55016,Transair,1/11/18,,0,2018,0
55017,Transair,1/12/18,,0,2018,0
55436,Union de Transports Aeriens,1/1/18,,0,2018,0
55437,Union de Transports Aeriens,1/2/18,,0,2018,0
55438,Union de Transports Aeriens,1/3/18,,0,2018,0
55439,Union de Transports Aeriens,1/4/18,,0,2018,0
55440,Union de Transports Aeriens,1/5/18,,0,2018,0
55441,Union de Transports Aeriens,1/6/18,,0,2018,0
55442,Union de Transports Aeriens,1/7/18,,0,2018,0
55443,Union de Transports Aeriens,1/8/18,,0,2018,0
55444,Union de Transports Aeriens,1/9/18,,0,2018,0
55445,Union de Transports Aeriens,1/10/18,,0,2018,0
55446,Union de Transports Aeriens,1/11/18,,0,2018,0
55447,Union de Transports Aeriens,1/12/18,,0,2018,0
55866,United Airlines,1/1/18,1/1/18,447.902,2018,498.917
55867,United Airlines,1/2/18,1/2/18,466.675,2018,474.7913333
55868,United Airlines,1/3/18,1/3/18,608.083,2018,507.5533333
55869,United Airlines,1/4/18,1/4/18,470.636,2018,515.1313333
55870,United Airlines,1/5/18,1/5/18,651.034,2018,576.5843333
55871,United Airlines,1/6/18,1/6/18,785.151,2018,635.607
55872,United Airlines,1/7/18,1/7/18,816.568,2018,750.9176667
55873,United Airlines,1/8/18,1/8/18,669.017,2018,756.912
55874,United Airlines,1/9/18,1/9/18,584.04,2018,689.875
55875,United Airlines,1/10/18,1/10/18,601.231,2018,618.096
55876,United Airlines,1/11/18,1/11/18,520.772,2018,568.681
55877,United Airlines,1/12/18,1/12/18,511.446,2018,544.483
56296,United Parcel Service,1/1/18,1/1/18,1491.47,2018,1706.646
56297,United Parcel Service,1/2/18,1/2/18,1570.26,2018,1569.130333
56298,United Parcel Service,1/3/18,1/3/18,1755.427,2018,1605.719
56299,United Parcel Service,1/4/18,1/4/18,1758.35,2018,1694.679
56300,United Parcel Service,1/5/18,1/5/18,2033.8,2018,1849.192333
56301,United Parcel Service,1/6/18,1/6/18,1837.126,2018,1876.425333
56302,United Parcel Service,1/7/18,1/7/18,1636.14,2018,1835.688667
56303,United Parcel Service,1/8/18,1/8/18,1796.316,2018,1756.527333
56304,United Parcel Service,1/9/18,1/9/18,1719.937,2018,1717.464333
56305,United Parcel Service,1/10/18,1/10/18,1940.736,2018,1818.996333
56306,United Parcel Service,1/11/18,1/11/18,1447.053,2018,1702.575333
56307,United Parcel Service,1/12/18,1/12/18,1404.977,2018,1597.588667
56726,V Australia,1/1/18,,0,2018,0
56727,V Australia,1/2/18,,0,2018,0
56728,V Australia,1/3/18,,0,2018,0
56729,V Australia,1/4/18,,0,2018,0
56730,V Australia,1/5/18,,0,2018,0
56731,V Australia,1/6/18,,0,2018,0
56732,V Australia,1/7/18,,0,2018,0
56733,V Australia,1/8/18,,0,2018,0
56734,V Australia,1/9/18,,0,2018,0
56735,V Australia,1/10/18,,0,2018,0
56736,V Australia,1/11/18,,0,2018,0
56737,V Australia,1/12/18,,0,2018,0
57156,Valuair,1/1/18,,0,2018,0
57157,Valuair,1/2/18,,0,2018,0
57158,Valuair,1/3/18,,0,2018,0
57159,Valuair,1/4/18,,0,2018,0
57160,Valuair,1/5/18,,0,2018,0
57161,Valuair,1/6/18,,0,2018,0
57162,Valuair,1/7/18,,0,2018,0
57163,Valuair,1/8/18,,0,2018,0
57164,Valuair,1/9/18,,0,2018,0
57165,Valuair,1/10/18,,0,2018,0
57166,Valuair,1/11/18,,0,2018,0
57167,Valuair,1/12/18,,0,2018,0
57586,Vietnam Airlines,1/1/18,1/1/18,745.365,2018,823.4693333
57587,Vietnam Airlines,1/2/18,1/2/18,833.718,2018,782.869
57588,Vietnam Airlines,1/3/18,1/3/18,848.905,2018,809.3293333
57589,Vietnam Airlines,1/4/18,1/4/18,948.114,2018,876.9123333
57590,Vietnam Airlines,1/5/18,1/5/18,886.198,2018,894.4056667
57591,Vietnam Airlines,1/6/18,1/6/18,873.789,2018,902.7003333
57592,Vietnam Airlines,1/7/18,1/7/18,880.212,2018,880.0663333
57593,Vietnam Airlines,1/8/18,1/8/18,934.759,2018,896.2533333
57594,Vietnam Airlines,1/9/18,1/9/18,995.323,2018,936.7646667
57595,Vietnam Airlines,1/10/18,1/10/18,897.861,2018,942.6476667
57596,Vietnam Airlines,1/11/18,1/11/18,898.625,2018,930.603
57597,Vietnam Airlines,1/12/18,1/12/18,782.378,2018,859.6213333
58016,Virgin Atlantic Airways,1/1/18,,0,2018,0
58017,Virgin Atlantic Airways,1/2/18,,0,2018,0
58018,Virgin Atlantic Airways,1/3/18,,0,2018,0
58019,Virgin Atlantic Airways,1/4/18,,0,2018,0
58020,Virgin Atlantic Airways,1/5/18,,0,2018,0
58021,Virgin Atlantic Airways,1/6/18,,0,2018,0
58022,Virgin Atlantic Airways,1/7/18,,0,2018,0
58023,Virgin Atlantic Airways,1/8/18,,0,2018,0
58024,Virgin Atlantic Airways,1/9/18,,0,2018,0
58025,Virgin Atlantic Airways,1/10/18,,0,2018,0
58026,Virgin Atlantic Airways,1/11/18,,0,2018,0
58027,Virgin Atlantic Airways,1/12/18,,0,2018,0
58446,Virgin Australia,1/1/18,1/1/18,793.176,2018,946.1956667
58447,Virgin Australia,1/2/18,1/2/18,705.016,2018,822.884
58448,Virgin Australia,1/3/18,1/3/18,923.536,2018,807.2426667
58449,Virgin Australia,1/4/18,1/4/18,966.311,2018,864.9543333
58450,Virgin Australia,1/5/18,1/5/18,995.75,2018,961.8656667
58451,Virgin Australia,1/6/18,1/6/18,1186.326,2018,1049.462333
58452,Virgin Australia,1/7/18,1/7/18,1516.545,2018,1232.873667
58453,Virgin Australia,1/8/18,1/8/18,1793.727,2018,1498.866
58454,Virgin Australia,1/9/18,1/9/18,1370.282,2018,1560.184667
58455,Virgin Australia,1/10/18,1/10/18,1440.847,2018,1534.952
58456,Virgin Australia,1/11/18,1/11/18,1470.953,2018,1427.360667
58457,Virgin Australia,1/12/18,1/12/18,1296.616,2018,1402.805333
58876,Virgin Samoa,1/1/18,,0,2018,0.050333333
58877,Virgin Samoa,1/2/18,,0,2018,0
58878,Virgin Samoa,1/3/18,,0,2018,0
58879,Virgin Samoa,1/4/18,,0,2018,0
58880,Virgin Samoa,1/5/18,,0,2018,0
58881,Virgin Samoa,1/6/18,,0,2018,0
58882,Virgin Samoa,1/7/18,,0,2018,0
58883,Virgin Samoa,1/8/18,,0,2018,0
58884,Virgin Samoa,1/9/18,,0,2018,0
58885,Virgin Samoa,1/10/18,,0,2018,0
58886,Virgin Samoa,1/11/18,,0,2018,0
58887,Virgin Samoa,1/12/18,,0,2018,0
59306,Xiamen Airlines,1/1/18,1/1/18,405.411,2018,428.3826667
59307,Xiamen Airlines,1/2/18,1/2/18,230.289,2018,348.7543333
59308,Xiamen Airlines,1/3/18,1/3/18,421.725,2018,352.475
59309,Xiamen Airlines,1/4/18,1/4/18,493.076,2018,381.6966667
59310,Xiamen Airlines,1/5/18,1/5/18,462.141,2018,458.9806667
59311,Xiamen Airlines,1/6/18,1/6/18,429.244,2018,461.487
59312,Xiamen Airlines,1/7/18,1/7/18,565.85,2018,485.745
59313,Xiamen Airlines,1/8/18,1/8/18,462.732,2018,485.942
59314,Xiamen Airlines,1/9/18,1/9/18,452.296,2018,493.626
59315,Xiamen Airlines,1/10/18,1/10/18,458.562,2018,457.8633333
59316,Xiamen Airlines,1/11/18,1/11/18,495.361,2018,468.7396667
59317,Xiamen Airlines,1/12/18,1/12/18,427.542,2018,460.4883333
59736,Yugoslav Airlines,1/1/18,,0,2018,0
59737,Yugoslav Airlines,1/2/18,,0,2018,0
59738,Yugoslav Airlines,1/3/18,,0,2018,0
59739,Yugoslav Airlines,1/4/18,,0,2018,0
59740,Yugoslav Airlines,1/5/18,,0,2018,0
59741,Yugoslav Airlines,1/6/18,,0,2018,0
59742,Yugoslav Airlines,1/7/18,,0,2018,0
59743,Yugoslav Airlines,1/8/18,,0,2018,0
59744,Yugoslav Airlines,1/9/18,,0,2018,0
59745,Yugoslav Airlines,1/10/18,,0,2018,0
59746,Yugoslav Airlines,1/11/18,,0,2018,0
59747,Yugoslav Airlines,1/12/18,,0,2018,0
